171,1131,279
172,617,186
173,524,163
174,120,60
175,1108,286
176,1038,184
177,466,298
178,214,92
179,774,258
180,636,191
181,1002,202
182,1173,75
183,608,193
184,929,267
185,487,297
186,788,48
187,593,295
188,1074,10
189,669,154
190,353,114
191,242,186
192,1099,260
193,1079,104
194,488,195
195,135,266
196,575,294
197,394,33
198,135,274
199,1136,31
200,730,7
201,1118,169
202,714,35
203,722,185
204,429,239
205,971,24
206,1126,20
207,318,67
208,25,49
209,754,78
210,436,212
211,386,111
212,1168,14
213,873,46
214,823,92
215,171,139
216,479,263
217,1094,69
218,946,271
219,840,210
220,906,29
221,583,195
222,844,46
223,751,161
224,713,72
225,996,268
226,643,63
227,387,176
228,845,56
229,146,134
230,307,26
231,162,172
232,593,69
233,926,58
234,682,18
235,998,147
236,9,215
237,451,209
238,453,19
239,836,74
240,943,29
241,656,199
242,891,231
243,471,156
244,703,69
245,280,74
246,495,159
247,740,212
248,569,20
249,479,85
250,859,157
251,136,205
252,690,152
253,875,4
254,421,237
255,353,31
256,897,215
257,141,178
258,977,124
259,180,211
260,625,179
261,266,127
262,931,94
263,347,126
264,1089,74
265,33,10
266,1130,190
267,510,259
268,863,247
269,556,35
270,237,263
271,663,41
272,580,184
273,71,223
274,576,267
275,1014,52
276,551,113
277,904,280
278,601,267
279,472,30
280,582,48
281,161,73
282,799,282
283,1114,131
284,71,149
285,920,154
286,788,278
287,591,207
288,118,173
289,22,114
290,934,138
291,286,197
292,1088,193
293,440,55
294,1009,2
295,460,169
296,675,54
297,594,291
298,838,118
299,460,36
300,581,253
301,1080,70
302,1069,153
303,1094,300
304,678,91
305,749,90
306,404,144
307,97,253
308,554,27
309,731,17
310,112,84
311,48,159
312,325,8
313,129,36
314,386,212
315,518,141
316,940,185
317,1040,161
318,570,223
319,206,94
320,335,239
321,685,144
322,316,183
323,662,34
324,660,65
325,1192,32
326,680,170
327,162,234
328,132,71
329,277,22
330,823,23
331,868,242
332,668,14
333,60,279
334,1022,101
335,657,23
336,236,202
337,845,261
338,1139,244
339,1105,178
340,1122,258
341,510,61
342,906,160
343,769,284
344,1199,13
345,276,257
346,929,44
347,947,254
348,389,287
349,343,91
350,1098,91
351,461,101
352,478,159
353,167,138
354,1098,267
355,680,115
356,203,31
357,74,101
358,252,202
359,504,159
360,715,91
361,1030,218
362,409,292
363,468,109
364,568,31
365,1111,281
366,328,108
367,214,228
368,1154,275
369,566,181
370,1047,74
371,1115,10
372,898,201
373,657,61
374,208,212
375,810,29
376,851,105
377,780,222
378,386,47
379,295,19
380,302,167
381,76,124
382,125,84
383,125,212
384,435,181
385,264,138
386,1104,158
387,192,46
388,343,68
389,897,62
390,828,240
391,191,20
392,1187,300
393,432,100
394,1111,136
395,241,86
396,873,78
397,378,169
398,1110,286
399,1182,87
400,846,12
401,629,67
402,746,50
403,886,231
404,392,34
405,1174,262
406,1019,241
407,1067,197
408,841,257
409,163,139
410,444,128
411,269,250
412,547,284
413,538,216
414,105,93
415,544,264
416,231,99
417,17,131
418,298,138
419,726,4
420,751,182
421,882,77
422,836,110
423,186,45
424,1187,286
425,1197,159
426,323,144
427,839,146
428,773,13
429,1113,140
430,1019,175
431,225,24
432,861,56
433,418,253
434,942,91
435,417,290
436,942,196
437,156,147
438,243,171
439,25,82
440,653,202
441,719,113
442,1021,118
443,1063,37
444,273,182
445,1009,123
446,1188,6
447,362,245
448,700,241
449,908,224
450,287,48
451,1185,197
452,504,20
453,887,193
454,985,251
455,704,254
456,993,52
457,531,75
458,18,65
459,1157,274
460,793,250
461,311,153
462,1068,239
463,427,22
464,207,89
465,1174,232
466,965,292
467,1190,241
468,1079,185
469,1196,271
470,1047,39
471,175,159
472,57,123
473,535,137
474,1155,249
475,983,7
476,584,64
477,354,211
478,279,27
479,126,95
480,1072,254
481,882,114
482,507,56
483,147,294
484,675,112
485,127,57
486,858,298
487,1198,256
488,566,275
489,1110,118
490,720,105
491,589,220
492,658,212
493,438,139
494,515,138
495,715,170
496,832,252
497,985,199
498,23,66
499,873,78
500,661,53
501,748,285
502,55,125
503,740,29
504,791,119
505,114,256
506,670,34
507,181,187
508,1196,140
509,776,114
510,465,214
511,189,258
512,847,230
513,701,289
514,1102,112
515,589,31
516,1157,274
517,795,106
518,661,196
519,662,192
520,1141,165
521,1030,71
522,204,141
523,887,222
524,178,256
525,638,223
526,1085,288
527,853,40
528,1033,29
529,255,53
530,365,202
531,784,159
532,220,30
533,778,212
534,424,132
535,876,181
536,345,137
537,1069,8
538,604,34
539,618,189
540,287,45
541,389,59
542,827,185
543,180,59
544,923,106
545,298,65
546,273,118
547,792,9
548,898,229
549,420,109
550,104,236
551,832,238
552,764,286
553,265,138
554,782,245
555,280,226
556,35,4
557,1059,90
558,37,68
559,483,144
560,189,104
561,594,11
562,1072,215
563,467,267
564,89,223
565,904,88
566,400,297
567,837,156
568,693,45
569,1186,234
570,1022,186
571,733,161
572,917,282
573,51,209
574,673,136
575,886,212
576,919,135
577,1128,160
578,312,69
579,257,236
580,971,12
581,347,269
582,1001,130
583,169,84
584,713,108
585,60,299
586,162,199
587,548,271
588,531,294
589,641,267
590,453,116
591,497,257
592,104,97
593,355,117
594,991,161
595,843,185
596,1079,251
597,443,186
598,106,57
599,1136,95
600,385,221
601,948,136
602,1015,251
603,1116,115
604,1033,47
605,414,282
606,675,211
607,425,91
608,740,108
609,891,36
610,839,272
611,409,98
612,1052,210
613,803,169
614,1107,169
615,567,241
616,541,86
617,1107,13
618,504,263
619,142,37
620,286,2
621,693,104
622,1139,204
623,1086,54
624,221,18
625,134,84
626,858,299
627,479,107
628,312,115
629,49,167
630,200,99
631,423,78
632,45,53
633,843,33
634,217,25
635,605,116
636,155,214
637,259,45
638,1026,72
639,388,90
640,1093,227
641,952,147
642,997,98
643,1124,186
644,132,14
645,273,273
646,583,105
647,507,221
648,1137,105
649,363,51
650,1044,122
651,1093,132
652,240,298
653,1055,68
654,133,282
655,685,181
656,504,198
657,15,157
658,1008,124
659,1182,230
660,218,38
661,307,39
662,1046,32
663,754,80
664,751,19
665,109,223
666,1029,25
667,828,118
668,1028,232
669,547,236
670,5,83
671,331,59
672,478,168
673,63,117
674,219,214
675,711,260
676,250,61
677,1012,182
678,508,38
679,146,194
680,698,59
681,572,179
682,1111,124
683,697,52
684,162,77
685,245,118
686,865,92
687,1119,183
688,650,95
689,985,69
690,421,56
691,127,147
692,757,143
693,72,219
694,588,26
695,769,267
696,886,268
697,192,280
698,255,228
699,153,3
700,1000,242
701,967,83
702,629,227
703,539,60
704,676,163
705,956,129
706,1156,270
707,753,227
708,79,84
709,547,164
710,566,298
711,717,95
712,646,16
713,47,272
714,951,60
715,1112,266
716,291,82
717,286,132
718,17,253
719,633,42
720,309,57
721,714,52
722,599,141
723,340,223
724,627,248
725,916,171
726,182,170
727,226,78
728,389,35
729,148,19
730,382,261
731,297,113
732,1000,258
733,904,268
734,160,207
735,329,128
736,438,117
737,1059,79
738,932,57
739,391,156
740,873,78
741,1198,138
742,1010,66
743,92,173
744,685,201
745,1024,71
746,488,161
747,16,260
748,213,49
749,11,24
750,74,27
751,622,141
752,646,226
753,1056,100
754,7,252
755,1130,184
756,358,216
757,297,66
758,612,299
759,138,198
760,765,94
761,37,260
762,1075,116
763,185,224
764,705,10
765,815,43
766,679,15
767,673,97
768,611,100
769,1092,58
770,685,32
771,119,116
772,1073,73
773,803,217
774,554,112
775,1173,140
776,912,77
777,91,92
778,340,183
779,678,91
780,402,221
781,737,88
782,292,139
783,1097,73
784,818,93
785,325,69
786,621,28
787,1144,228
788,76,140
789,747,82
790,220,156
791,158,3
792,140,55
793,135,29
794,944,189
795,82,251
796,1003,21
797,941,26
798,534,118
799,577,89
800,981,129
801,634,165
802,736,56
803,511,237
804,987,269
805,944,238
806,273,22
807,809,116
808,13,239
809,455,222
810,841,192
811,637,244
812,70,88
813,755,233
814,546,53
815,973,293
816,724,205
817,1073,58
818,813,115
819,703,298
820,303,168
821,740,267
822,706,143
823,17,71
824,255,246
825,510,168
826,308,32
827,540,61
828,165,193
829,739,202
830,120,8
831,805,207
832,1030,284
833,924,32
834,1030,35
835,349,156
836,815,76
837,390,12
838,62,29
839,1178,54
840,216,44
841,782,170
842,391,262
843,629,88
844,635,40
845,588,263
846,555,130
847,294,85
848,226,220
849,386,49
850,388,144
851,514,71
852,547,162
853,1048,51
854,637,22
855,733,27
856,390,237
857,634,178
858,680,143
859,919,3
860,681,260
861,14,174
862,822,112
863,701,204
864,233,182
865,933,291
866,1181,88
867,971,39
868,511,71
869,294,102
870,827,164
871,600,12
872,239,42
873,176,7
874,863,63
875,829,98
876,141,108
877,295,293
878,487,75
879,459,205
880,244,286
881,990,46
882,373,113
883,410,241
884,996,62
885,783,104
886,440,193
887,699,78
888,863,228
889,131,290
890,659,228
891,272,124
892,914,288
893,573,40
894,1074,24
895,782,91
896,850,188
897,178,19
898,491,169
899,682,271
900,1068,251
901,868,101
902,450,91
903,787,150
904,962,152
905,221,34
906,236,120
907,501,73
908,125,1
909,4,108
910,962,3
911,1105,224
912,391,172
913,300,203
914,877,271
915,160,53
916,645,181
917,966,176
918,1054,184
919,970,26
920,160,61
921,643,84
922,1122,241
923,327,28
924,290,249
925,187,298
926,1129,78
927,973,147
928,401,11
929,81,21
930,219,279
931,448,90
932,96,254
933,940,97
934,788,229
935,630,256
936,267,91
937,104,94
938,484,95
939,180,204
940,734,63
941,328,229
942,1183,278
943,897,282
944,470,183
945,1136,273
946,504,46
947,880,14
948,1123,188
949,938,49
950,976,243
951,328,30
952,943,47
953,1085,206
954,345,140
955,139,77
956,309,168
957,82,74
958,769,228
959,357,101
960,765,54
961,675,23
962,667,145
963,769,73
964,10,71
965,282,223
966,18,170
967,841,29
968,656,247
969,1014,82
970,320,170
971,655,278
972,89,196
973,439,215
974,333,186
975,477,254
976,956,266
977,342,112
978,483,168
979,960,60
980,801,141
981,454,222
982,1137,82
983,507,86
984,734,63
985,475,139
986,270,53
987,780,50
988,185,60
989,143,30
990,666,136
991,578,117
992,989,200
993,222,185
994,383,134
995,560,88
996,124,276
997,224,85
998,253,265
999,44,191
1000,584,186
1001,26,65
1002,83,191
1003,459,161
1004,725,27
1005,461,209
1006,323,149
1007,1010,74
1008,752,297
1009,607,28
1010,905,116
1011,824,240
1012,412,15
1013,1047,236
1014,1150,125
1015,1167,178
1016,31,286
1017,1092,226
1018,953,220
1019,12,134
1020,388,213
1021,516,74
1022,75,232
1023,571,241
1024,303,85
1025,1167,194
1026,567,104
1027,908,225
1028,84,232
1029,259,142
1030,451,198
1031,25,207
1032,126,46
1033,1002,124
1034,1157,290
1035,343,266
1036,1100,20
1037,126,212
1038,1057,20
1039,373,171
1040,391,246
1041,614,242
1042,114,209
1043,542,126
1044,1111,230
1045,318,211
1046,300,35
1047,421,1
1048,231,179
1049,427,19
1050,586,299
1051,395,240
1052,232,201
1053,1021,28
1054,1197,285
1055,850,244
1056,396,89
1057,1076,110
1058,469,153
1059,171,25
1060,678,24
1061,132,99
1062,1121,263
1063,588,63
1064,1175,5
1065,87,162
1066,640,298
1067,453,299
1068,440,85
1069,63,209
1070,489,57
1071,13,210
1072,1059,196
1073,534,168
1074,669,13
1075,83,102
1076,13,234
1077,142,136
1078,1116,202
1079,884,266
1080,151,99
1081,392,139
1082,65,210
1083,846,93
1084,412,257
1085,518,266
1086,983,56
1087,759,146
1088,159,80
1089,150,206
1090,1029,48
1091,876,211
1092,194,199
1093,27,167
1094,969,200
1095,1072,275
1096,513,16
1097,388,266
1098,31,247
1099,207,104
1100,476,223
1101,228,288
1102,435,167
1103,899,35
1104,643,104
1105,326,42
1106,327,272
1107,836,222
1108,1175,31
1109,719,234
1110,513,214
1111,880,49
1112,294,220
1113,1085,88
1114,960,283
1115,332,188
1116,415,161
1117,93,45
1118,649,193
1119,509,136
1120,571,6
1121,686,156
1122,860,234
1123,239,125
1124,344,62
1125,173,265
1126,223,272
1127,989,43
1128,900,234
1129,787,298
1130,1164,294
1131,20,284
1132,802,72
1133,245,75
1134,403,261
1135,1153,93
1136,322,147
1137,806,253
1138,734,259
1139,99,119
1140,1068,13
1141,245,170
1142,408,264
1143,876,264
1144,66,94
1145,878,268
1146,180,178
1147,260,239
1148,244,179
1149,521,75
1150,754,257
1151,546,253
1152,904,222
1153,410,44
1154,410,152
1155,935,115
1156,234,133
1157,1017,168
1158,877,275
1159,914,45
1160,693,272
1161,615,47
1162,1143,248
1163,76,209
1164,37,35
1165,480,57
1166,68,47
1167,1086,291
1168,461,6
1169,1048,35
1170,1033,21
1171,422,263
1172,851,200
1173,1025,140
1174,609,289
1175,419,158
1176,669,261
1177,80,11
1178,803,64
1179,118,69
1180,945,101
1181,421,223
1182,853,42
1183,268,81
1184,427,292
1185,689,203
1186,639,153
1187,1117,231
1188,69,226
1189,553,233
1190,629,100
1191,1149,236
1192,60,258
1193,216,183
1194,1072,262
1195,608,162
1196,815,254
1197,611,67
1198,219,117
1199,1020,169
1200,873,286
1201,1163,283
1202,210,119
1203,65,76
1204,381,165
1205,297,84
1206,556,239
1207,463,109
1208,33,18
1209,756,136
1210,989,239
1211,301,244
1212,498,74
1213,387,237
1214,694,69
1215,658,265
1216,946,282
1217,147,212
1218,245,225
1219,1075,25
1220,953,1
1221,620,121
1222,102,110
1223,114,165
1224,105,198
1225,753,165
1226,70,179
1227,155,96
1228,549,283
1229,19,276
1230,440,11
1231,996,220
1232,44,144
1233,1031,276
1234,86,257
1235,753,160
1236,319,134
1237,413,33
1238,707,287
1239,1172,218
1240,331,179
1241,190,251
1242,323,130
1243,785,261
1244,587,192
1245,115,236
1246,937,189
1247,230,291
1248,1124,117
1249,107,290
1250,531,287
1251,605,107
1252,1066,290
1253,641,20
1254,937,6
1255,1011,187
1256,1168,295
1257,410,204
1258,723,136
1259,79,217
1260,739,284
1261,382,292
1262,595,63
1263,112,210
1264,392,133
1265,882,231
1266,445,289
1267,713,85
1268,1101,285
1269,560,252
1270,820,189
1271,998,19
1272,85,239
1273,446,108
1274,357,243
1275,493,300
1276,210,150
1277,321,283
1278,429,55
1279,1035,45
1280,606,46
1281,230,86
1282,428,124
1283,304,38
1284,333,236
1285,595,115
1286,493,262
1287,1125,231
1288,948,202
1289,1076,218
1290,918,51
1291,13,217
1292,730,297
1293,744,58
1294,1159,67
1295,574,225
1296,834,77
1297,690,162
1298,640,253
1299,1124,274
1300,283,32
1301,1001,144
1302,1032,113
1303,1082,60
1304,473,146
1305,995,262
1306,515,127
1307,368,135
1308,199,93
1309,138,47
1310,786,260
1311,822,131
1312,1059,197
1313,1182,169
1314,132,124
1315,353,153
1316,670,91
1317,384,137
1318,471,141
1319,888,167
1320,568,224
1321,420,172
1322,172,90
1323,314,3
1324,23,63
1325,442,27
1326,375,24
1327,412,104
1328,448,300
1329,169,187
1330,1139,225
1331,876,259
1332,283,256
1333,158,203
1334,81,216
1335,420,79
1336,1109,295
1337,478,14
1338,1113,12
1339,455,160
1340,29,114
1341,1124,101
1342,697,102
1343,694,98
1344,62,263
1345,253,73
1346,479,82
1347,277,169
1348,713,281
1349,87,289
1350,831,277
1351,824,157
1352,855,249
1353,37,77
1354,601,15
1355,1158,198
1356,176,120
1357,213,123
1358,878,172
1359,155,263
1360,213,176
1361,424,126
1362,1150,46
1363,456,225
1364,849,205
1365,450,110
1366,985,292
1367,1053,6
1368,792,260
1369,1104,157
1370,810,20
1371,698,176
1372,219,111
1373,122,295
1374,186,152
1375,594,193
1376,1150,66
1377,621,125
1378,526,167
1379,392,259
1380,1157,88
1381,1126,141
1382,239,226
1383,923,286
1384,1058,76
1385,417,241
1386,327,263
1387,920,125
1388,63,160
1389,513,162
1390,610,148
1391,5,287
1392,119,72
1393,279,52
1394,125,134
1395,775,144
1396,265,55
1397,352,180
1398,377,295
1399,803,82
1400,399,197
1401,28,238
1402,73,116
1403,50,147
1404,1010,6
1405,26,35
1406,200,63
1407,207,64
1408,950,290
1409,781,160
1410,468,154
1411,302,219
1412,327,44
1413,542,27
1414,95,106
1415,566,253
1416,2,100
1417,1160,128
1418,286,86
1419,605,179
1420,823,258
1421,836,131
1422,761,176
1423,260,102
1424,1152,80
1425,611,225
1426,242,75
1427,850,86
1428,61,298
1429,907,133
1430,435,101
1431,299,33
1432,568,49
1433,661,106
1434,48,147
1435,362,11
1436,238,74
1437,1140,81
1438,819,148
1439,122,33
1440,326,44
1441,466,285
1442,258,59
1443,709,227
1444,988,88
1445,650,25
1446,737,70
1447,166,169
1448,657,207
1449,221,257
1450,604,277
1451,364,296
1452,795,277
1453,679,243
1454,957,90
1455,761,144
1456,734,21
1457,16,258
1458,926,100
1459,59,265
1460,1180,216
1461,16,37
1462,744,275
1463,118,194
1464,713,83
1465,144,181
1466,386,72
1467,877,102
1468,360,58
1469,765,40
1470,15,211
1471,164,267
1472,106,26
1473,595,255
1474,791,171
1475,28,271
1476,417,190
1477,724,233
1478,120,22
1479,1130,23
1480,20,32
1481,962,228
1482,581,299
1483,989,167
1484,743,135
1485,556,135
1486,610,138
1487,855,22
1488,1062,131
1489,115,277
1490,541,201
1491,944,139
1492,145,33
1493,853,165
1494,324,50
1495,387,246
1496,931,186
1497,203,148
1498,420,47
1499,1032,132
1500,1008,151
1501,478,225
1502,746,250
1503,654,101
1504,964,118
1505,819,109
1506,719,269
1507,346,155
1508,990,288
1509,937,16
1510,476,180
1511,209,85
1512,681,161
1513,1150,184
1514,294,222
1515,1024,33
1516,992,186
1517,852,157
1518,172,65
1519,508,12
1520,1098,197
1521,1180,291
1522,913,108
1523,288,100
1524,151,149
1525,1072,206
1526,825,180
1527,906,276
1528,34,18
1529,575,26
1530,444,75
1531,544,33
1532,139,28
1533,400,176
1534,409,247
1535,371,199
1536,435,42
1537,111,241
1538,230,167
1539,652,276
1540,1192,62
1541,163,166
1542,762,288
1543,244,292
1544,610,169
1545,234,70
1546,894,180
1547,320,115
1548,197,12
1549,966,248
1550,954,180
1551,238,133
1552,880,159
1553,984,14
1554,1128,47
1555,42,126
1556,80,274
1557,839,68
1558,787,20
1559,1055,232
1560,391,181
1561,843,292
1562,1041,252
1563,988,29
1564,1008,6
1565,448,274
1566,896,295
1567,1103,92
1568,1181,44
1569,448,276
1570,629,156
1571,100,93
1572,268,284
1573,1087,260
1574,1158,135
1575,725,123
1576,337,213
1577,483,202
1578,954,153
1579,395,169
1580,889,155
1581,1122,167
1582,1008,294
1583,292,37
1584,829,101
1585,126,199
1586,1189,117
1587,1093,259
1588,983,67
1589,591,41
1590,690,95
1591,772,94
1592,839,102
1593,235,44
1594,1100,40
1595,497,219
1596,360,30
1597,902,297
1598,886,191
1599,739,294
1600,629,46
1601,338,220
1602,225,190
1603,864,135
1604,816,199
1605,90,5
1606,263,87
1607,834,249
1608,900,28
1609,631,256
1610,215,262
1611,1127,248
1612,851,78
1613,11,258
1614,1145,296
1615,261,59
1616,98,20
1617,1148,113
1618,576,69
1619,1079,196
1620,1101,144
1621,1102,113
1622,589,296
1623,1065,266
1624,698,53
1625,899,294
1626,142,111
1627,680,241
1628,1057,25
1629,377,82
1630,644,94
1631,52,58
1632,1131,175
1633,784,192
1634,1119,88
1635,639,158
1636,285,51
1637,200,192
1638,605,285
1639,273,35
1640,808,51
1641,907,190
1642,747,35
1643,451,59
1644,1097,243
1645,665,214
1646,239,90
1647,469,17
1648,584,156
1649,997,92
1650,741,89
1651,1001,51
1652,539,234
1653,1150,41
1654,337,251
1655,300,233
1656,649,240
1657,617,117
1658,189,146
1659,759,168
1660,905,154
1661,526,138
1662,645,170
1663,13,84
1664,530,110
1665,106,47
1666,841,158
1667,131,250
1668,712,269
1669,145,200
1670,592,129
1671,766,230
1672,191,136
1673,615,153
1674,864,123
1675,252,159
1676,1036,89
1677,854,77
1678,874,197
1679,669,39
1680,755,71
1681,1111,122
1682,414,22
1683,644,75
1684,123,174
1685,681,222
1686,564,33
1687,275,146
1688,84,103
1689,854,214
1690,898,49
1691,350,245
1692,808,258
1693,13,63
1694,418,147
1695,1186,236
1696,1070,29
1697,541,230
1698,591,251
1699,689,131
1700,1107,84
1701,588,282
1702,295,73
1703,362,66
1704,815,297
1705,1076,177
1706,478,185
1707,369,223
1708,867,264
1709,884,217
1710,1009,117
1711,1081,276
1712,1148,163
1713,578,197
1714,805,171
1715,187,163
1716,612,229
1717,93,143
1718,725,164
1719,800,156
1720,88,99
1721,312,265
1722,1154,206
1723,787,65
1724,247,117
1725,695,262
1726,1053,291
1727,25,124
1728,908,162
1729,596,140
1730,285,174
1731,1163,267
1732,714,170
1733,679,245
1734,901,80
1735,515,36
1736,421,152
1737,318,277
1738,150,238
1739,1037,225
1740,719,178
1741,1189,264
1742,1006,146
1743,57,180
1744,726,12
1745,571,214
1746,486,60
1747,272,288
1748,826,142
1749,391,226
1750,1085,152
1751,571,241
1752,740,296
1753,312,201
1754,100,260
1755,461,168
1756,168,95
1757,1115,87
1758,1196,32
1759,98,79
1760,1194,228
1761,965,293
1762,162,169
1763,895,134
1764,544,21
1765,123,221
1766,955,189
1767,449,182
1768,998,28
1769,954,118
1770,171,90
1771,422,268
1772,122,38
1773,536,239
1774,1093,37
1775,250,258
1776,1139,162
1777,3,81
1778,372,159
1779,177,260
1780,974,236
1781,80,180
1782,487,127
1783,666,224
1784,266,192
1785,761,144
1786,143,250
1787,900,210
1788,620,253
1789,840,98
1790,1022,134
1791,43,181
1792,291,105
1793,969,294
1794,923,109
1795,215,266
1796,1142,183
1797,193,166
1798,131,231
1799,842,292
1800,1126,295
1801,963,171
1802,252,30
1803,1110,256
1804,1177,101
1805,1001,128
1806,856,213
1807,85,95
1808,14,270
1809,1041,187
1810,592,195
1811,203,212
1812,690,170
1813,991,193
1814,623,296
1815,455,123
1816,765,90
1817,348,274
1818,703,163
1819,326,164
1820,1083,142
1821,407,284
1822,522,121
1823,739,29
1824,1088,77
1825,252,208
1826,49,106
1827,1023,274
1828,772,239
1829,381,150
1830,1149,80
1831,953,164
1832,240,132
1833,307,289
1834,1022,201
1835,986,54
1836,418,286
1837,467,128
1838,121,162
1839,222,113
1840,301,27
1841,243,108
1842,403,278
1843,383,266
1844,257,89
1845,536,67
1846,516,18
1847,954,67
1848,914,216
1849,287,46
1850,568,200
1851,102,225
1852,990,252
1853,333,182
1854,987,239
1855,603,298
1856,56,49
1857,575,124
1858,1136,283
1859,1157,209
1860,1138,271
1861,631,274
1862,1192,184
1863,668,172
1864,11,245
1865,424,286
1866,826,146
1867,1120,154
1868,981,75
1869,668,185
1870,827,193
1871,1062,15
1872,652,93
1873,1188,17
1874,723,139
1875,493,232
1876,809,73
1877,30,249
1878,1168,138
1879,409,299
1880,280,253
1881,264,142
1882,760,142
1883,1071,123
1884,150,76
1885,1073,23
1886,18,8
1887,556,214
1888,130,119
1889,171,289
1890,910,111
1891,319,279
1892,934,254
1893,753,300
1894,563,207
1895,878,229
1896,704,77
1897,222,277
1898,870,263
1899,86,125
1900,1059,269
1901,992,131
1902,767,153
1903,729,27
1904,344,115
1905,593,31
1906,532,6
1907,469,106
1908,851,294
1909,649,136
1910,281,298
1911,641,128
1912,411,65
1913,826,103
1914,408,136
1915,876,102
1916,756,274
1917,296,236
1918,1167,85
1919,959,298
1920,624,209
1921,565,56
1922,182,119
1923,1196,87
1924,200,2
1925,259,65
1926,1078,42
1927,278,294
1928,471,213
1929,257,286
1930,844,202
1931,500,206
1932,136,155
1933,193,211
1934,168,157
1935,64,83
1936,1178,160
1937,685,224
1938,958,147
1939,974,18
1940,236,241
1941,489,102
1942,63,228
1943,467,210
1944,695,117
1945,458,272
1946,852,37
1947,1105,230
1948,213,161
1949,685,121
1950,428,248
1951,337,32
1952,693,46
1953,817,26
1954,967,274
1955,897,90
1956,163,121
1957,441,293
1958,607,63
1959,476,166
1960,1015,176
1961,652,70
1962,765,186
1963,315,13
1964,843,287
1965,462,254
1966,661,259
1967,1150,101
1968,928,277
1969,1005,18
1970,1032,288
1971,1005,35
1972,1092,31
1973,206,114
1974,768,53
1975,240,67
1976,810,230
1977,1178,102
1978,438,111
1979,1105,258
1980,743,66
1981,242,31
1982,274,276
1983,81,120
1984,73,155
1985,919,274
1986,436,117
1987,324,232
1988,1107,191
1989,644,10
1990,777,253
1991,17,157
1992,667,78
1993,589,286
1994,191,47
1995,1178,166
1996,1140,104
1997,328,58
1998,775,29
1999,662,259
2000,172,226
2001,76,252
2002,980,267
2003,986,110
2004,1130,151
2005,722,270
2006,399,24
2007,1111,88
2008,931,149
2009,458,184
2010,1096,87
2011,116,207
2012,482,298
2013,1027,284
2014,66,180
2015,813,122
2016,104,96
2017,811,80
2018,187,103
2019,930,94
2020,933,217
2021,77,211
2022,998,64
2023,37,111
2024,630,214
2025,308,197
2026,131,117
2027,442,118
2028,404,156
2029,416,198
2030,527,33
2031,840,93
2032,202,184
2033,488,171
2034,391,3
2035,810,25
2036,346,87
2037,1133,101
2038,1143,209
2039,623,8
2040,961,173
2041,654,174
2042,35,293
2043,95,177
2044,452,296
2045,311,26
2046,197,198
2047,1067,167
2048,1192,162
2049,204,109
2050,1151,7
2051,761,285
2052,858,73
2053,377,292
2054,898,29
2055,878,226
2056,706,218
2057,1064,80
2058,770,298
2059,1022,249
2060,345,181
2061,1069,256
2062,1186,63
2063,887,177
2064,635,151
2065,421,175
2066,873,109
2067,524,142
2068,119,197
2069,1196,109
2070,108,215
2071,490,294
2072,179,281
2073,19,224
2074,555,256
2075,1151,255
2076,383,116
2077,700,226
2078,517,177
2079,369,265
2080,1079,300
2081,612,166
2082,496,245
2083,1040,60
2084,169,103
2085,973,176
2086,761,99
2087,904,52
2088,723,190
2089,377,166
2090,494,79
2091,334,192
2092,591,111
