121,H28D3N7E9B7N8K,24,seguro de responsabilidad civil,39174
122,Q02B3EUOI2ME90,440,seguro amplio,6255
123,I5LW73207T989H,193,seguro amplio,37748
124,1V8V4OXY9OUJIV,260,seguro de responsabilidad civil,36167
125,N9S5UUT96S388F,220,seguro limitado,9500
126,2X8Y188O4O5V1L,316,seguro de responsabilidad civil,42556
127,I5LW73207T989H,46,seguro amplio,43752
128,SDXKD48830Y040,166,seguro limitado,21536
129,NK858L94TC68XU,335,seguro limitado,11311
130,09F589G70Q6X6J,441,seguro amplio,28024
131,H28D3N7E9B7N8K,335,seguro de responsabilidad civil,20847
132,H28D3N7E9B7N8K,400,seguro amplio,44859
133,H28D3N7E9B7N8K,354,seguro de responsabilidad civil,18912
134,E6Y4149V30I95X,244,seguro amplio,39145
135,E6Y4149V30I95X,342,seguro de responsabilidad civil,27827
136,1XC5W64Z6FH852,248,seguro limitado,31547
137,P8H1XGQP2W5D2H,172,seguro amplio,44585
138,008GVHBU544465,62,seguro amplio,20420
139,1XC5W64Z6FH852,246,seguro de responsabilidad civil,40727
140,1V8V4OXY9OUJIV,180,seguro de responsabilidad civil,48141
141,09F589G70Q6X6J,417,seguro limitado,10499
142,FXPFUNMA4AU9J5,111,seguro limitado,16200
143,048C7GA4Z9883D,157,seguro limitado,48976
144,L6T9W98KF0HR5D,166,seguro limitado,12433
145,Y9O9K81E7G4Y43,280,seguro limitado,32459
146,N9S5UUT96S388F,152,seguro amplio,28146
147,H07ER5H0I1PD8S,327,seguro amplio,6984
148,6853W0QEH8IA6C,44,seguro limitado,25843
149,H07ER5H0I1PD8S,87,seguro limitado,43521
150,RMD87O3R5O2339,172,seguro limitado,16405
151,09F589G70Q6X6J,303,seguro de responsabilidad civil,39630
152,FXPFUNMA4AU9J5,38,seguro limitado,38606
153,H07ER5H0I1PD8S,416,seguro amplio,26129
154,Y9O9K81E7G4Y43,276,seguro limitado,48002
155,U09JJ0SS9C52OG,203,seguro de responsabilidad civil,17317
156,6853W0QEH8IA6C,175,seguro de responsabilidad civil,32375
157,E6Y4149V30I95X,125,seguro limitado,10180
158,H28D3N7E9B7N8K,244,seguro de responsabilidad civil,18356
159,39711U6875DK46,305,seguro amplio,26680
160,L6T9W98KF0HR5D,11,seguro limitado,30771
161,NK858L94TC68XU,351,seguro limitado,35230
162,1XC5W64Z6FH852,207,seguro limitado,13913
163,6853W0QEH8IA6C,145,seguro amplio,31687
164,Y9O9K81E7G4Y43,96,seguro amplio,45938
165,FXPFUNMA4AU9J5,279,seguro limitado,18692
166,P8H1XGQP2W5D2H,319,seguro de responsabilidad civil,11336
167,39711U6875DK46,354,seguro limitado,43481
168,2X8Y188O4O5V1L,234,seguro amplio,34795
169,9W60REF27UL3WF,81,seguro de responsabilidad civil,27420
170,048C7GA4Z9883D,216,seguro limitado,17485
171,P8H1XGQP2W5D2H,295,seguro de responsabilidad civil,44000
172,OPZZ9XS273I59S,291,seguro limitado,22787
173,4TS61IP07Z0N1R,166,seguro de responsabilidad civil,5271
174,30D265XZ9KHRKU,220,seguro de responsabilidad civil,20513
175,39711U6875DK46,343,seguro amplio,40702
176,DHHC3L19QBNWM7,302,seguro de responsabilidad civil,19523
177,Q02B3EUOI2ME90,130,seguro de responsabilidad civil,44228
178,4TS61IP07Z0N1R,260,seguro limitado,16863
179,6853W0QEH8IA6C,423,seguro amplio,24504
180,Y3K14A03E29LC9,282,seguro amplio,13174
181,I5LW73207T989H,375,seguro limitado,29988
182,4TS61IP07Z0N1R,137,seguro de responsabilidad civil,11499
183,H07ER5H0I1PD8S,185,seguro de responsabilidad civil,15174
184,6853W0QEH8IA6C,51,seguro amplio,23051
185,H07ER5H0I1PD8S,148,seguro de responsabilidad civil,41469
186,39711U6875DK46,241,seguro amplio,36985
187,P8H1XGQP2W5D2H,322,seguro limitado,30863
188,OPZZ9XS273I59S,322,seguro de responsabilidad civil,22932
189,1XC5W64Z6FH852,90,seguro amplio,32782
190,N9S5UUT96S388F,51,seguro amplio,6216
191,008GVHBU544465,435,seguro limitado,5472
192,P8H1XGQP2W5D2H,123,seguro limitado,19677
193,DHHC3L19QBNWM7,250,seguro limitado,48752
194,U09JJ0SS9C52OG,49,seguro amplio,40946
195,I5LW73207T989H,136,seguro amplio,46371
196,RMD87O3R5O2339,241,seguro de responsabilidad civil,49251
197,I5LW73207T989H,105,seguro limitado,18355
198,DHHC3L19QBNWM7,308,seguro de responsabilidad civil,24147
199,Q02B3EUOI2ME90,335,seguro de responsabilidad civil,31372
200,6853W0QEH8IA6C,222,seguro amplio,9859
201,H28D3N7E9B7N8K,349,seguro limitado,44645
202,4TS61IP07Z0N1R,109,seguro de responsabilidad civil,38166
203,L6T9W98KF0HR5D,196,seguro limitado,15066
204,Y3K14A03E29LC9,91,seguro de responsabilidad civil,46776
205,N9S5UUT96S388F,71,seguro de responsabilidad civil,44641
206,09F589G70Q6X6J,55,seguro amplio,29472
207,NK858L94TC68XU,257,seguro amplio,43698
208,1XC5W64Z6FH852,281,seguro amplio,34770
209,048C7GA4Z9883D,418,seguro limitado,23852
210,L6T9W98KF0HR5D,21,seguro limitado,44851
211,39711U6875DK46,152,seguro limitado,22936
212,H07ER5H0I1PD8S,102,seguro limitado,38130
213,N9S5UUT96S388F,364,seguro amplio,30320
214,1V8V4OXY9OUJIV,66,seguro amplio,6290
215,Y9O9K81E7G4Y43,373,seguro de responsabilidad civil,26734
216,1V8V4OXY9OUJIV,243,seguro de responsabilidad civil,49149
217,008GVHBU544465,26,seguro de responsabilidad civil,8180
218,OPZZ9XS273I59S,304,seguro de responsabilidad civil,29788
219,L6T9W98KF0HR5D,260,seguro amplio,48984
220,H28D3N7E9B7N8K,179,seguro de responsabilidad civil,38687
221,L6T9W98KF0HR5D,99,seguro amplio,19878
222,N9S5UUT96S388F,301,seguro de responsabilidad civil,19540
223,TOY9XB6K9FI5WS,42,seguro amplio,33393
224,9W60REF27UL3WF,212,seguro de responsabilidad civil,22905
225,9W60REF27UL3WF,88,seguro amplio,14816
226,6853W0QEH8IA6C,193,seguro de responsabilidad civil,48545
227,L6T9W98KF0HR5D,25,seguro de responsabilidad civil,34459
228,P8H1XGQP2W5D2H,224,seguro amplio,41205
229,008GVHBU544465,411,seguro amplio,26857
230,Q02B3EUOI2ME90,289,seguro de responsabilidad civil,46293
231,H28D3N7E9B7N8K,209,seguro de responsabilidad civil,33352
232,008GVHBU544465,431,seguro amplio,40820
233,OPZZ9XS273I59S,184,seguro amplio,42608
234,TOY9XB6K9FI5WS,23,seguro limitado,44359
235,E6Y4149V30I95X,291,seguro amplio,24321
236,U09JJ0SS9C52OG,35,seguro de responsabilidad civil,7328
237,Y9O9K81E7G4Y43,218,seguro de responsabilidad civil,15155
238,NK858L94TC68XU,287,seguro de responsabilidad civil,24809
239,DHHC3L19QBNWM7,94,seguro de responsabilidad civil,29213
240,1V8V4OXY9OUJIV,133,seguro amplio,18499
241,1V8V4OXY9OUJIV,34,seguro de responsabilidad civil,5665
242,4TS61IP07Z0N1R,365,seguro amplio,6928
243,1XC5W64Z6FH852,302,seguro de responsabilidad civil,13369
244,OPZZ9XS273I59S,274,seguro limitado,48862
245,09F589G70Q6X6J,243,seguro de responsabilidad civil,40701
246,1V8V4OXY9OUJIV,424,seguro de responsabilidad civil,24867
247,Y9O9K81E7G4Y43,402,seguro de responsabilidad civil,37727
248,39711U6875DK46,318,seguro limitado,48333
249,4TS61IP07Z0N1R,157,seguro de responsabilidad civil,10648
250,2X8Y188O4O5V1L,130,seguro de responsabilidad civil,17796
251,Q02B3EUOI2ME90,412,seguro amplio,33579
252,4TS61IP07Z0N1R,429,seguro limitado,43048
253,FXPFUNMA4AU9J5,363,seguro amplio,37814
254,NK858L94TC68XU,272,seguro limitado,37257
255,1XC5W64Z6FH852,209,seguro de responsabilidad civil,33971
256,39711U6875DK46,191,seguro amplio,12120
257,6853W0QEH8IA6C,174,seguro limitado,30741
258,6XQ43MM896A62U,288,seguro limitado,9948
259,048C7GA4Z9883D,392,seguro amplio,39816
260,I5LW73207T989H,324,seguro limitado,29653
261,E6Y4149V30I95X,70,seguro de responsabilidad civil,32867
262,NK858L94TC68XU,309,seguro limitado,7057
263,SDXKD48830Y040,333,seguro de responsabilidad civil,47505
264,Y9O9K81E7G4Y43,180,seguro limitado,41530
265,TOY9XB6K9FI5WS,210,seguro de responsabilidad civil,39789
266,L6T9W98KF0HR5D,65,seguro amplio,42831
267,FXPFUNMA4AU9J5,8,seguro amplio,31316
268,FXPFUNMA4AU9J5,42,seguro de responsabilidad civil,44178
269,30D265XZ9KHRKU,301,seguro limitado,28890
270,6853W0QEH8IA6C,432,seguro limitado,44204
271,RMD87O3R5O2339,31,seguro limitado,16952
272,4TS61IP07Z0N1R,1,seguro limitado,21424
273,L6T9W98KF0HR5D,380,seguro de responsabilidad civil,16276
274,39711U6875DK46,21,seguro amplio,41053
275,Y9O9K81E7G4Y43,277,seguro limitado,27419
276,L6T9W98KF0HR5D,286,seguro limitado,22876
277,P8H1XGQP2W5D2H,360,seguro limitado,22526
278,H07ER5H0I1PD8S,366,seguro amplio,19542
279,1V8V4OXY9OUJIV,402,seguro de responsabilidad civil,37433
280,DHHC3L19QBNWM7,254,seguro de responsabilidad civil,44500
281,E6Y4149V30I95X,345,seguro de responsabilidad civil,18974
282,048C7GA4Z9883D,306,seguro de responsabilidad civil,40905
283,P8H1XGQP2W5D2H,430,seguro amplio,6423
284,Y3K14A03E29LC9,17,seguro limitado,7705
285,L6T9W98KF0HR5D,142,seguro limitado,9682
286,H07ER5H0I1PD8S,179,seguro amplio,30118
287,2X8Y188O4O5V1L,53,seguro limitado,41682
288,9W60REF27UL3WF,343,seguro de responsabilidad civil,29217
289,008GVHBU544465,415,seguro de responsabilidad civil,37572
290,FXPFUNMA4AU9J5,76,seguro de responsabilidad civil,18207
291,1XC5W64Z6FH852,190,seguro limitado,44159
292,TOY9XB6K9FI5WS,95,seguro de responsabilidad civil,42523
293,9W60REF27UL3WF,397,seguro amplio,19572
294,048C7GA4Z9883D,329,seguro de responsabilidad civil,10283
295,P8H1XGQP2W5D2H,320,seguro amplio,41305
296,1XC5W64Z6FH852,211,seguro limitado,13014
297,P8H1XGQP2W5D2H,181,seguro limitado,31646
298,09F589G70Q6X6J,162,seguro limitado,31635
299,I5LW73207T989H,130,seguro limitado,47999
300,E6Y4149V30I95X,186,seguro de responsabilidad civil,17173
301,048C7GA4Z9883D,247,seguro de responsabilidad civil,45744
302,Y9O9K81E7G4Y43,91,seguro amplio,7713
303,09F589G70Q6X6J,277,seguro amplio,38777
304,4TS61IP07Z0N1R,441,seguro de responsabilidad civil,35108
305,NK858L94TC68XU,34,seguro de responsabilidad civil,39564
306,008GVHBU544465,257,seguro amplio,16758
307,H28D3N7E9B7N8K,369,seguro de responsabilidad civil,13309
308,H07ER5H0I1PD8S,316,seguro amplio,10941
309,Y9O9K81E7G4Y43,316,seguro limitado,22162
310,NK858L94TC68XU,392,seguro limitado,6571
311,008GVHBU544465,180,seguro limitado,5593
312,NK858L94TC68XU,110,seguro limitado,13554
313,09F589G70Q6X6J,10,seguro amplio,22903
314,2X8Y188O4O5V1L,449,seguro de responsabilidad civil,34018
315,Y9O9K81E7G4Y43,235,seguro limitado,49423
316,008GVHBU544465,323,seguro de responsabilidad civil,45978
317,Y9O9K81E7G4Y43,447,seguro amplio,42935
318,Y3K14A03E29LC9,404,seguro amplio,30043
319,008GVHBU544465,224,seguro amplio,11932
320,30D265XZ9KHRKU,214,seguro de responsabilidad civil,33107
321,N9S5UUT96S388F,285,seguro amplio,24261
322,DHHC3L19QBNWM7,304,seguro limitado,20978
323,N9S5UUT96S388F,119,seguro limitado,26218
324,U09JJ0SS9C52OG,303,seguro amplio,36719
325,008GVHBU544465,292,seguro de responsabilidad civil,8519
326,4TS61IP07Z0N1R,64,seguro amplio,47476
327,30D265XZ9KHRKU,71,seguro amplio,43300
328,N9S5UUT96S388F,340,seguro limitado,44467
329,RMD87O3R5O2339,274,seguro de responsabilidad civil,40105
330,09F589G70Q6X6J,69,seguro de responsabilidad civil,5032
331,048C7GA4Z9883D,376,seguro limitado,47465
332,2X8Y188O4O5V1L,129,seguro amplio,45762
333,39711U6875DK46,248,seguro de responsabilidad civil,10089
334,DHHC3L19QBNWM7,375,seguro de responsabilidad civil,40478
335,Y3K14A03E29LC9,286,seguro de responsabilidad civil,40094
336,SDXKD48830Y040,428,seguro amplio,22819
337,L6T9W98KF0HR5D,416,seguro amplio,10268
338,H28D3N7E9B7N8K,132,seguro de responsabilidad civil,14659
339,L6T9W98KF0HR5D,292,seguro limitado,44711
340,1V8V4OXY9OUJIV,306,seguro limitado,36170
341,H28D3N7E9B7N8K,232,seguro limitado,17536
342,L6T9W98KF0HR5D,231,seguro de responsabilidad civil,23625
343,NK858L94TC68XU,24,seguro de responsabilidad civil,23600
344,Q02B3EUOI2ME90,444,seguro amplio,7511
345,RMD87O3R5O2339,31,seguro de responsabilidad civil,49246
346,H07ER5H0I1PD8S,389,seguro de responsabilidad civil,32027
347,P8H1XGQP2W5D2H,79,seguro limitado,29139
348,4TS61IP07Z0N1R,207,seguro limitado,31778
349,I5LW73207T989H,360,seguro amplio,10740
350,P8H1XGQP2W5D2H,54,seguro de responsabilidad civil,33516
